id_cnpj,cd_cnae_prin,BASE,Atividade,Setor,uf,sacado_indice_liquidez_1m,cedente_indice_liquidez_1m,score_materialidade_evolucao,media_atraso_dias,indicador_liquidez_quantitativo_3m,share_vl_inad_pag_bol_6_a_15d,score_quantidade_v2,score_materialidade_v2
3de01ce557a4da55175f5f12935b735a8524ce3a2059511ded25749eec99a3d6,8690901,86,Saúde,Serviços,RJ,9.843.011.429.930.310,7.059.784.384.188.170,934,########,970,586,982,987
285943680181475ba4f76f44d6bd9c0f9cdc839c19637cd27933602df48c226a,4781400,47,Varejo,Comércio,MG,9.362.135.946.511.050,,966,########,980,30.269,979,986
a78b739b13a5d6f271422d9a680d70e262a2058d57ee403cf94c258cb3955a48,4761003,47,Varejo,Comércio,RJ,9.955.653.838.691.150,,912,########,950,0,966,988
df715ee95cc74e4a9c7a1516ec663cf72202ec053d5ddaa3b7df782cd1a1351a,4771701,47,Varejo,Comércio,PR,8.060.947.781.831.430,,868,########,970,6.193,962,987
d88bb220e04720310a0333d449fa2fcc8eb010af1cd0f102bb002909a7499005,4771701,47,Varejo,Comércio,PR,9.337.889.651.038.420,,959,239.725,980,2.439,978,988
783c1fc9a15bdc92c3ff729f96c8606324419cbde8bbfb8b92209b3bb9392bcc,4649401,46,Atacado,Comércio,,7.136.534.391.892.940,17.687.427.980.654.400,706,########,710,0,722,986
20ab835f0f75a274ee3209ebc45fb0b76c6c2461d0010cff696bc82fc3277797,4120400,41,Edificações,Construção,RJ,6.287.674.155.707.480,,475,########,820,7.557,937,988
b52d6702fc2bfd364556dc40f5152760fc7f278455db15b3855548168332867a,2222600,22,Borracha e plástico,Indústria,AM,9.298.439.596.318.090,9.250.624.808.182.820,907,213.275,900,3.323,978,989
eec48303a63f5e2399f78bd0103656ec905a37ca57060ad7d132f7e2269a9d6d,2212900,22,Borracha e plástico,Indústria,MG,939.267.261.517.707,926.753.234.066.685,881,102.000,960,13.061,976,989
6fc1fd9df8da803a760ed8853dc2ff668e3ea2d7f66367257b228847312e4e77,3092000,30,Outros transportes,Indústria,SC,2.521.683.895.761.050,5.321.815.150.777.390,167,########,610,18.966,40,909
39529d2d8f323731735e1b13a7f041dba45e8e301b3557e3f1b8be006490db11,4781400,47,Varejo,Comércio,MS,9.209.687.825.471.490,,940,193.000,960,0,978,987
c72dff3cf719ca6c98f9d85c0b32835807e3567dc40c73949d6c9d31cd1cc8af,1091101,10,Fabricação de produtos alimentícios,Indústria,SP,936.990.010.196.522,854.367.044.444.995,960,########,990,0,981,988
fb2ffbb4325159b1892ef02266434c9557f1aa4cbe92f22522df3453149b2f15,4679699,46,Atacado,Comércio,,9.404.848.663.866.610,8.031.592.961.430.930,950,########,980,16.608,982,988
ab3ccc3a696a7093c999d04e4b87171bf2d964acc0d2978cd3d795f02aa680d8,5611201,56,Alimentação,Serviços,GO,9.091.365.691.300.880,1.000,933,204.100,890,39.277,875,986
8acf029708d7e5ca2b643e9c7d18e9a85c59398ec29657b48fd22b789f6c14f9,2441502,24,Metalurgia,Indústria,PR,9.155.331.839.585.360,8.759.165.590.113.330,940,########,930,49.484,984,988
9189d5f1d4dd7af7d4c143d0b67feff97896d860c7c9644bcfb75191609b776d,4771701,47,Varejo,Comércio,SP,9.846.343.743.380.260,1.000,964,########,980,351,983,989
100d2e2d2f6c291188e1f3d74d4f0b9d5743843498a4d4a16bcd6b0452d36836,5611205,56,Alimentação,Serviços,,9.156.451.324.438.140,,871,0,840,0,764,978
8bf3f9e2ee425abe94ce08875a72c4d6751ed0b9737df615151afa85fd976d5f,1412601,14,Vestuário,Indústria,SP,9.638.512.890.227.250,8.237.835.818.427.790,956,########,940,0,983,988
fe5a1244f75f5f04fb86cebdcac63cb3fdf82e501f6f4a287caa6c1b0109d8ac,4711302,47,Varejo,Comércio,GO,944.605.919.833.834,889.104.454.887.132,943,########,940,5.387,982,989
88d7a6c1fd6f423947cde1ca1d0b1a403cbcd1c6cdbbf9e9084014fc3980f913,4711302,47,Varejo,Comércio,PR,9.645.660.920.201.680,1.000,933,########,950,15.482,976,989
edb2d2d289f63fb84114b2f5ecdbb00d7c2adce3392eb966796b2445084429b2,4744001,47,Varejo,Comércio,MS,9.758.162.895.909.930,7.067.538.592.997.930,954,254.800,940,0,980,988
b6908d7534f212f945737f175997d487fe9f4aca693c3e4743e73d27f0f767f9,4756300,47,Varejo,Comércio,PR,9.810.127.214.441.060,,940,########,940,1.881,964,988
c1a790cf3c5fbc87a4205cc160d2fc44e732ac90250eafaa8475ed2f978550f5,4729699,47,Varejo,Comércio,SP,1.000,,947,231.200,960,0,912,984
9135140a05d32056b8e0a3fdfb106f0e4d13a15c9cfee788d8d794b05816c5fb,4712100,47,Varejo,Comércio,MG,9.454.168.093.553.790,,961,########,960,7.061,968,989
e506d4aab2f984faa116d9690a9b260dc75fe5c712e00528798557ac714d60ad,4781400,47,Varejo,Comércio,RS,9.147.964.157.979.290,,597,118.000,900,0,934,982
0bdc5213e054972564e11b0d042c9c682b16a71905e6ddfc277f5432f1ea053b,4644301,46,Atacado,Comércio,SP,38.704.160.891.879.400,8.653.863.522.303.560,501,########,920,35.514,93,962
490dbcafef60139e26f298760a3edf10c1cbb793f5806645c38bead1d877f7f8,6462000,64,Financeiros,Serviços,MG,46.895.096.278.952.100,,510,########,820,112,959,987
dbfc499d0f0f234b7b03def99a046f75b1bff228a77f8d3b70120495300a9e20,4789005,47,Varejo,Comércio,AC,7.774.873.108.684.070,905.133.122.106.728,941,########,910,0,980,989
e80463cad8ed8a3090220587cd5abd92b38332e6fba98882339aa8b9b32a8fe0,2592601,25,Produtos de metal,Indústria,SP,8.135.182.494.351.650,9.967.272.959.641.060,788,########,930,12.265,923,986
3f449170adb170d62deea8a1c15c22e9d2b411a3933394ff094ea28df6c5deea,4744099,47,Varejo,Comércio,SC,9.682.110.835.264.200,8.357.480.130.993.980,924,186.700,980,9.065,963,987
c021f559eea6bf082dba30ace0047169c0818f3c121c269d2be6dabc75bea151,4771701,47,Varejo,Comércio,PR,872.734.057.818.677,,885,########,970,7.377,961,989
5cf3599df3fb0e58959dd0fab0267fb0b10f2d866a9238083a0d5dd4c5fa0c50,4637199,46,Atacado,Comércio,SP,693.210.433.337.239,9.207.858.166.491.140,129,########,380,21.565,96,888
0baafabf46ce2f43c61b69934172e44463b7624e9a1437dafe45abc1a417e89a,4684201,46,Atacado,Comércio,SP,6.477.094.168.381.600,7.940.785.535.744.420,854,########,860,0,960,987
dfe109f86785f152fe755a581249bddd9ef606548bc6f23421dfa2f949f7f672,4771701,47,Varejo,Comércio,PR,8.296.576.297.214.940,,113,########,780,28.367,33,613
63fd49c107c3138add4ab8d1f74c69d515b47e7e614d0b85736c9bb226c80964,2229399,22,Borracha e plástico,Indústria,SP,9.891.465.495.234.100,8.096.708.479.316.380,927,########,910,607,979,988
cc7cd45e6b8f2737276c52ace23bf05203b677609f53784730fd20884c84520b,4771701,47,Varejo,Comércio,PR,8.775.884.077.538.850,,765,127.100,850,0,706,967
421c51c8c5b4723d535e7468f785b7fbc0c0c00efe83536c03c809b3597e4dbd,4744099,47,Varejo,Comércio,SP,11.130.472.157.983.500,4.820.754.191.821.650,785,########,680,39.974,717,977
b62cdaf03a07a6a380ebc7232c3d017c6c941314c3d94d9db155fbacd6869ec1,1531902,15,Couro e calçados,Indústria,RS,8.957.494.631.152.930,8.462.720.871.488.420,885,########,830,46.088,967,989
d2dffbdaddb776dce505a99f0dd5664ba95eac33a5d3e9a2c004cd0f298b7698,2920401,29,Veículos automotores,Indústria,SP,2.762.214.928.970.940,7.187.473.511.369.910,151,########,450,6.463,163,988
8c44f95fac1dda27deabd878be8bcce64033e83dbf28509e430a289ea9dc1231,4120400,41,Edificações,Construção,SP,9.273.410.615.921.190,1.000,957,########,910,0,975,989
0cd7c92703287cdeaeef72abed0cc7d0bdcfd6a1f0ddac36c612b91074f49b17,4771701,47,Varejo,Comércio,SC,9.445.060.999.041.100,,874,########,970,3.155,966,988
95dff8574d1702b1c4a39b07835ca9e4e61f135a960ad3812f8eecfef45c1aaa,4686902,46,Atacado,Comércio,SP,4.347.392.019.415.070,5.671.399.501.313.080,844,########,900,11.094,890,988
cbce2f1db1a1ab6748c80f9a6d2aba8a106bf35a95b417c04100e8598d2c6220,4732600,47,Varejo,Comércio,SP,9.409.215.084.918.980,1.000,963,########,980,29.648,970,988
ffef03d80e763f0c16b845235279baf89e3a3fed8a5759db9dfb67eab64499b3,4771701,47,Varejo,Comércio,PR,9.048.218.394.715.900,,468,########,760,992,816,980
1cc9af7b2fe7dad59d793f6df36a18a8f054cb6b3d192eebff290968ab7ada89,1052000,10,Fabricação de produtos alimentícios,Indústria,SC,6.140.467.047.930.070,9.340.320.183.716.510,651,########,800,5.436,963,989
06db7a8cff9b0b21816989c212c3c9c99cfa7c1efa5c79f0f4fef2d34d76d2ac,6436100,64,Financeiros,Serviços,RS,952.789.218.800.782,8.057.910.436.791.670,872,26.500,910,17.342,930,984
efaa7aa6b2a6ec1d5c56375c330390ac4ef04ba32d6a59d4b93e49594fbdfc9b,4781400,47,Varejo,Comércio,PB,8.331.027.423.334.110,9.596.605.390.671.220,336,106.750,440,0,440,910
b991e3dcdfb086c8eb4f280d7f8be24b998a59c6dd933ac89fc5103c3cfed957,4753900,47,Varejo,Comércio,SP,6.005.470.040.867.990,1.000,489,31.500,700,0,513,978
57e7d9285ac86c2d0bb82d28f162ac36d327f5d338e0cb1502909a01667b5f42,4712100,47,Varejo,Comércio,PR,9.813.398.548.144.100,,921,########,950,1.519,969,988
d907456faf37daad7ab9dfc88a67bc8504d9f78a13cc57f2d725c5027c31e6d3,4781400,47,Varejo,Comércio,SP,9.941.216.420.440.120,,964,244.000,980,0,976,988
e0975e9cf557666225669ec599a15b8699f52fa6e40cdcc570e8326bc7c1959b,4754701,47,Varejo,Comércio,PR,9.988.817.871.572.760,9.006.064.710.817.030,945,142.500,930,23.337,978,987
5fcd434e21bf7e2aa642960030db13ecffc55f2fe13812a5f8d2fa2d6e5d3201,5611201,56,Alimentação,Serviços,SC,7.980.057.384.614.850,,964,199.000,950,69.625,980,989
fdccda00552fde5cfd0bb1ac2f14532b6d644ccb16c7f42da9388d881264de8d,4722901,47,Varejo,Comércio,GO,9.738.513.297.707.160,1.000,949,259.000,930,0,968,988
2584df3ee66534791e2a72f9ce2cf35580d8cf03feeb0e8c55fa96d9e475c9f5,2592602,25,Produtos de metal,Indústria,,6.017.412.364.339.100,3.794.945.382.985.960,861,########,930,41.818,974,988
41cf5f995efe067bdf9719ba9bee68af055a7a1d41c27bccbe4abdd6c3745efb,4729699,47,Varejo,Comércio,SP,9.872.942.033.384.750,1.000,935,150.400,970,957,965,988
7ce156c1292eab3159b9b67b8dc523902b16d0abec50bb61305f81cc94b07f67,1052000,10,Fabricação de produtos alimentícios,Indústria,SP,9.613.153.245.651.680,8.642.863.162.176.560,933,########,960,1.696,981,987
085867a9ed6ebb68b66703c6a63bd444f1704d3754f66253d97cc948d782b48c,5612100,56,Alimentação,Serviços,MG,1.000,,531,0,670,0,829,954
c36103f16904f6d16f2c7a34e6a6278e1b718ab0b7fa26de1d2f55e0c901ffb1,1063500,10,Fabricação de produtos alimentícios,Indústria,,5.412.474.097.922.650,35.795.469.136.732.700,579,########,850,41,909,983
5e43353f183dbcafb11bb11da57c5994233881a6966c1b49becff77fe31dd05c,2751100,27,Materiais elétricos,Indústria,SP,24.704.204.364.625.100,634.483.939.736.083,58,########,410,991,113,987
39cf2e70fb1929cbc0cf85512b32474d5e8e8f883224258d9519644b0b78c1cd,1412601,14,Vestuário,Indústria,RJ,43.723.087.911.297.700,5.769.350.896.473.480,423,########,710,14.135,393,978
972a5542b55eeddc8767d84c812ce60cf8f272bff7378a593cc196aebec52230,3511501,35,Energia elétrica e gás,Infraestrutura,MG,,,464,60.000,,0,646,775
d4f92b40bacc2e399fa7e0f56f3c6865bfb3359a510d817da586d98afdd34988,4781400,47,Varejo,Comércio,BA,5.710.801.931.113.450,,44,17.000,400,0,86,728
058ebde151919f17434a9f2d1c6f204cd05dd01c42edebf1f16ed6494d2c9274,4781400,47,Varejo,Comércio,BA,9.317.192.230.254.250,,66,########,240,16.697,165,617
6455b1db775caa9042fe7c44c2b4470caac41a446930f15a5638d8c1368b5afb,4789099,47,Varejo,Comércio,TO,9.834.208.059.805.690,7.503.122.266.363.870,806,########,820,0,672,971
a0523480ce64ce9867ca5464fa466e231d5460eeea37dd369ba966526cd24cb2,7020400,70,Gestão empresarial,Serviços,,50,,187,91.000,400,41.029,114,965
06af2fc7de395bf6dd026fe1f69128d1a1673c5acc3ee172ed55df5e6713ded0,1510600,15,Couro e calçados,Indústria,SP,7.800.573.872.616.860,50,636,########,840,3.089,975,988
aac2d7626f63a75e5388d72295e25854467d2da1749c09596e5224e3f98cec3a,4782201,47,Varejo,Comércio,RN,50,,106,14.000,600,26.895,75,540
d585ca854b392292f7dc30b5a0855da1b1102130425668c0cefcb81e13dbddd3,4771701,47,Varejo,Comércio,PR,9.848.648.588.726.130,,934,45.000,990,0,978,988
7f4f699e6bce495cade377eaf1b0a0c30b6239409de7016db2db4fdfaa0cc924,1122401,11,Fabricação de bebidas,Indústria,ES,2.578.672.833.866.460,9.618.866.570.839.120,166,########,560,15.195,82,903
9c9d24cd3bb1a491d6aa09c1513cf65577b80672981b3d15aed3f3ea1c0f6969,2019399,20,Produtos químicos,Indústria,,9.378.034.811.168.760,9.034.653.507.597.120,964,########,970,14.917,983,988
d3a1c511a7a218e4f99117dde80e72dc440a938065d86d2ef96c30e0180e1374,4782201,47,Varejo,Comércio,SP,9.237.107.267.432.780,9.875.987.476.700.830,821,########,880,44.465,895,986
452f9e62c5bfb457e4bb1f0a1880ae54996918bcdf6f88be676be79842baaeba,4712100,47,Varejo,Comércio,AL,9.695.903.423.356.250,,904,########,980,27.163,970,988
49b23d56f4ffe81fe19a1d0dbc3dbff60c1b4fe0682ac046b6734da86d19523a,1012101,10,Fabricação de produtos alimentícios,Indústria,,5.514.446.910.315.630,9.659.007.493.729.940,758,########,880,10.097,965,988
14a1e7da2746e14168b45d542f3a8c188161628df4af5f7281689d9cc19aba9f,4781400,47,Varejo,Comércio,RO,9.466.867.043.666.480,,927,########,990,0,982,988
e8348dd5fa437339ca992e06a45af012107028075884c71902032c18b68100ce,4742300,47,Varejo,Comércio,SC,9.752.772.067.468.890,9.434.951.899.793.630,951,247.400,970,0,983,989
dd2d850e1803af648cffe198ec4e14e312fb5648940cc2994fb52a30d4ba80a3,1340502,13,Produtos têxteis,Indústria,,8.633.237.107.018.690,9.858.861.381.920.850,802,########,920,0,982,988
ce030b0a526b6ecf9107ae732d74a0061397b0bfdf8d67980163916138700fd9,2452100,24,Metalurgia,Indústria,SP,8.924.384.549.352.130,6.105.664.595.200.960,923,########,940,105,969,988
81f9c6383800efa267e317ad5be8f0aac39047edccf0817b4886a5e3efd186bf,2813500,28,Máquinas e equipamentos,Indústria,SP,995.751.284.744.468,9.697.503.962.281.020,961,########,970,0,978,986
2e1210bf113f384a22d66b4a2bd6fb98e3dffa7a140655c88ba12b3f80745462,4684299,46,Atacado,Comércio,BA,5.862.478.225.186.230,,167,282.500,250,0,676,792
abac735d6b1059bf08fc8aae8d0e9d8ad2cfdbef099b604f35a3ec386a0350d6,4771702,47,Varejo,Comércio,SP,7.470.600.852.938.980,814.593.372.082.592,531,########,780,958,912,988
302c1e2ba8f7819f49ac088967352d1ac8409dc2c0373b98700bcd23e6a905e2,2821601,28,Máquinas e equipamentos,Indústria,SP,8.172.398.132.351.860,8.791.317.175.410.500,881,########,900,3.052,972,989
751bb74bb7e0769a7b191c68eb6cdb233b63838de11f0539ea418af75452f5ee,4663000,46,Atacado,Comércio,,44.490.839.501.769.400,6.231.527.510.290.210,316,########,510,5.053,828,978
5239aa6b97e46cf3afc3e5130928efd674d3849d389fc999a27e091588e3c355,151202,15,Couro e calçados,Indústria,SP,50,,140,150.200,500,0,337,968
bd1ec863421d783372b102bc46d4473c032c0fd6caaf76b70d22203a4f0381f9,1032599,10,Fabricação de produtos alimentícios,Indústria,SP,4.191.253.100.460.440,7.901.168.503.867.610,611,########,720,19.028,275,978
c37a88c9791101b15b1c72c0b27d0ef140e5c04c3bca00bf15a041b947399896,4673700,46,Atacado,Comércio,SP,9.627.379.757.253.620,9.223.103.901.377.180,957,########,970,0,980,988
8da3ff93854b8e86ceda6f846d5f3e4b4b6bca22ff0aa767699ec979de1f0b96,8630503,86,Saúde,Serviços,RJ,7.439.051.667.668.870,6.868.904.564.947.150,465,########,860,1.332,956,988
4fc26302b776823f80c472000e520200b3f555a3f692f9f0f7f1a01e6429a44c,2452100,24,Metalurgia,Indústria,MG,9.491.077.460.239.890,,521,########,860,645,965,988
4aa4b2a224bec1380b5bdc2b1076067714cef4701eaa03e295c3ca125d512efd,4642701,46,Atacado,Comércio,SP,9.750.599.795.455.210,8.171.320.297.698.160,876,########,980,5.925,968,988
962562fa4ecf56a33dd9b88a0e94069ef6a16fb408907eacda95bbdb2537ab90,4711302,47,Varejo,Comércio,PR,9.799.395.849.797.040,,891,########,990,1.311,970,988
2ad5c31f197f5cfee46e4f0925e79f78cb8c7a54b8146a61b04be196205305bd,3101200,31,Móveis,Indústria,,21.038.422.723.200.700,17.237.590.802.330.700,145,########,490,11.975,92,948
39ad7e88d418f786a8b2e01d87ca05fc30462d1b00d3c55dedd259190373a8af,4771701,47,Varejo,Comércio,PR,9.734.166.936.985.240,,913,245.200,990,0,984,989
a463fb47055d9f0f6dcca17087db42b4ab34d5e015aa9a34e88a16a24da24a7f,4753900,47,Varejo,Comércio,SP,9.807.723.003.862.040,813.319.026.528.469,962,217.750,980,3.908,985,989
5524eb2ab944a790fb343401db7a8742dbcfedc74ff47a1670c3ee766a124134,4771701,47,Varejo,Comércio,PR,9.723.336.495.405.710,,963,########,980,588,980,986
fa99b6fa509e4a74135f583cac501baf0b0de3429c51ae0ff055f4963d00bfe6,2532201,25,Produtos de metal,Indústria,SP,8.206.272.816.214.930,8.034.062.410.635.070,915,########,950,18.379,976,989
a9aec20ee229d0aed2c65df769289979908659189cd82f6837e22975fbe95705,4711302,47,Varejo,Comércio,GO,9.181.939.244.972.440,7.919.642.578.969.450,964,########,960,8.726,981,986
a9322c75b9b45fed2776ea9cbf564644de25aace9f7ee111198ff64d094b5c96,4771701,47,Varejo,Comércio,PR,8.564.106.520.669.260,,914,179.000,970,21.202,981,985
02698a626758237e5ffbefa257fb04e3f024aa439886d86c8792b00a69ca69f1,2222600,22,Borracha e plástico,Indústria,SC,25.878.755.812.363.100,9.503.034.858.168.780,389,########,700,45.042,129,977
e6200992f5620acde9db832379ba36a760667ead674db35401506e3b28b67ea2,4771701,47,Varejo,Comércio,PR,9.580.206.300.113.190,,964,########,980,11.669,980,988
939d8e33ccd0555e649ec0201dfdfa4c47267fece7f852e498c47de8ae35a57f,4649402,46,Atacado,Comércio,RS,9.902.397.940.469.950,9.614.376.692.801.390,931,########,980,8.808,974,988
7ef7e0c76ad59e2ba389531c8e3ffd43976195a10ce8a42500905e9b9d0ac3ee,4782201,47,Varejo,Comércio,PA,9.821.419.679.819.880,,953,269.050,970,0,980,988
f3bcedc95a72d3a81ed70647fed5099a0d70dfd7d7db7c88366916eff3f2ae9f,4731800,47,Varejo,Comércio,MT,9.902.213.306.927.010,6.885.651.334.154.000,948,########,930,875,952,987
19e4548a2a5ec3d32b8926aface87b30b7aa2a9ea04276cc1af61ab0468b198a,4732600,47,Varejo,Comércio,SP,9.691.077.704.076.890,9.390.166.178.254.990,957,########,980,0,973,988
79d50440ad257b71ce660a17573e84ada92073de72dafaa891b02f5be9c868fc,4731800,47,Varejo,Comércio,,5.604.012.771.464.150,8.047.040.040.321.600,781,########,890,6.947,908,983
1cbeccaee2350f282c394ac9ba1c45fdb770e66c989dc6a20581c109c13147e8,4771701,47,Varejo,Comércio,PR,29.287.676.801.076.300,,963,197.000,940,0,979,988
3a2d6c7ed1b502598ffda4772c7b7e937338a97af5537b310a380c33dc65c8e9,4921301,49,Transporte terrestre,Transporte e Logística,,3.047.319.608.517.700,8.195.803.476.013.130,331,########,590,10.362,811,988
27a3be33b03a695f38be5b5d095c67f75da0a6cba6bec8f6c077be74e3203a04,4789099,47,Varejo,Comércio,PR,9.898.624.754.911.630,6.998.245.496.799.520,948,########,970,63,966,989
f8af5051d19b7272e8d7b12aaf41a25a1c9ef78f08b86e2f88b6e57a5644c2c6,4771701,47,Varejo,Comércio,PR,6.206.012.246.606.560,9.963.470.147.292.500,875,########,930,381,968,988
f0c4c571ca30ae62e13af28a909d119a3b381264cc5d7e32006ce477c4023df9,2031200,20,Produtos químicos,Indústria,SP,9.548.390.581.475.440,7.062.613.283.152.950,939,170.625,950,6.013,980,989
4001e3ae05a661957fb8d93a722773bb0c4a4c271cbf5bd7305c050c4777e3d0,2813500,28,Máquinas e equipamentos,Indústria,,965.978.112.726.771,8.963.458.219.320.530,948,190.240,950,7.373,980,989
dc378ee68efc58e077fd0ab0df037d96603e23ab72331240d1aaf90c45e18793,1412601,14,Vestuário,Indústria,SC,9.280.980.483.327.430,7.387.716.849.300.000,894,########,950,7.613,965,988
fd6a6bfa838d16c4d21ba87341af175abaec9abc7b6445fa7394fdc20369be58,4632003,46,Atacado,Comércio,PR,9.650.429.330.352.950,,961,########,930,108,975,989
93665f6a58ada4922098c7423450270d0817682396a8044d22019e8a8a2985a9,111302,11,Fabricação de bebidas,Indústria,SP,9.288.293.514.999.480,,239,########,540,3.529,50,935
c43d0a40d2af2e8c0e25b4f2389c384ac4b83838d382a201e96c3f8d2ea18a4b,3702900,37,Esgoto,Infraestrutura,MG,6.979.079.542.686.620,881.252.569.408.681,523,########,840,44.791,957,988
1061d4c2a9ae2573253ca011aca2f6e699a666145956d1856a5ff5f385be45cb,4781400,47,Varejo,Comércio,BA,1.000,,942,########,990,0,973,988
4bc8f84621090ddeee58575f1529aa0dc0c86ffe052d771beff3640940e210ca,4673700,46,Atacado,Comércio,SP,9.873.605.890.556.740,8.469.576.590.181.760,958,########,980,3.852,983,989
68e3efae3c043a6a1e98b6a4d7203fd3778dc976636bee50509d383dd35b4dad,4744099,47,Varejo,Comércio,SC,9.841.737.744.574.270,5.404.471.115.289.540,939,########,940,14.279,976,989
e380e43e239ba63cee61b37ef4f2b401e1bae55407fbf307fa719ebb5a36aa4d,4771701,47,Varejo,Comércio,PR,9.761.484.388.156.440,,964,########,990,241,981,988
a98987fe351c789ce8d78387438418c52c2af0d0ab65baa43d88afc01ab7447a,4771701,47,Varejo,Comércio,SC,9.420.421.060.093.280,,932,########,960,5.782,970,989
ffd637eeee8e8c54dc7d423b3ddce3467c92f1c20ed1ca1ccad4bd2adfa1433b,4781400,47,Varejo,Comércio,SC,7.337.962.153.171.690,6.746.018.364.786.900,587,########,940,28.434,406,982
95eaaed880f9649ec084cde88db939ab45970ae25a6615c9a7b81417b0c8262e,4771701,47,Varejo,Comércio,PR,9.637.340.143.402.980,,952,########,980,107,981,989
93cb085572df841877ee3f878da54d07f0a29ad6d12715589fb9719da82fd788,2222600,22,Borracha e plástico,Indústria,SC,9.776.051.759.278.460,9.346.599.751.655.600,942,########,930,444,979,989
f01312f318efe39eaff3970a2d29602c0a6f9d2eaa097815321545ce093e60df,4781400,47,Varejo,Comércio,MG,9.047.010.615.336.110,,898,########,880,9.303,887,986
eb10ab8a5a3e5aa78c26502bcef1c0f5346c33633b736db13d24cd13671b3014,8650004,86,Saúde,Serviços,BA,50,,52,30.500,,0,,
21be3be558599aa2a7d6edac4a2706aa9958bcac742187444096078cfcd082ff,2031200,20,Produtos químicos,Indústria,SP,6.396.862.293.142.240,6.882.821.284.670.040,704,########,880,16.164,979,988
4c3bdb49ac7798e6f1ecf1c1c62a53c96b133d41d662c442d7ebd82814eb2ca3,134200,13,Produtos têxteis,Indústria,SP,6.243.938.137.073.960,,794,124.000,1.000,53.211,933,986
dc7ee5c8554d4608327bb7b3a21242ce2b7d4107bea7211db839544a63ba8399,4930202,49,Transporte terrestre,Transporte e Logística,SP,9.539.940.966.414.120,8.178.906.458.924.130,922,########,810,2.189,981,989
1c7ac0a0fbd3273cbc2438c12658f65ba5b233f217f6411b1f8d74bdb7e6e33c,1340501,13,Produtos têxteis,Indústria,RS,9.884.965.297.640.010,9.723.918.463.854.300,952,########,950,63,981,988
ac6d2f54f0e516977ed8dfe8ed9f2afd9e0f2cba27ab3ad1ca3c300a3bc1b59c,4744004,47,Varejo,Comércio,MG,860.183.475.237.498,7.163.531.114.327.060,687,########,920,27.245,962,986
44d25196c69aa9954ba8e6bcafd4e772c0994ad8a4de30a8fcfed4cc5525e919,2229302,22,Borracha e plástico,Indústria,RJ,5.775.371.015.400.070,8.057.469.270.283.270,691,########,750,216,964,986
e2b89e2c2f4c75db39455e541d5fc52031632b035493d4b10c8aa59f19a2e609,2591800,25,Produtos de metal,Indústria,GO,8.875.065.885.831.630,8.455.180.767.128.600,803,########,880,10.774,952,987
6f7ef152f253ced08f6efefdd6ba21703aabab84d6cdf8457898ac22af82811b,4687703,46,Atacado,Comércio,SP,9.764.879.656.177.140,,925,########,950,355,977,988
3645c174bc472544228ce5397a096d6285993653640f7295da117fe05549e546,2222600,22,Borracha e plástico,Indústria,SC,9.870.669.030.989.510,6.982.695.393.900.810,912,177.100,940,814,964,988
8756ad3615a5c3fd487ffc3f18642133f66cb71413b4ccebc0008149b96ab06a,4321500,43,Serviços especializados,Construção,SC,9.429.903.511.973.810,8.396.415.183.356.130,958,########,980,945,980,988
82ec5dffcde53449a7df0cea29038089316f0d7f2fa8e9ce8a10ebe6ef23ee9b,4712100,47,Varejo,Comércio,MS,1.000,,929,########,980,0,977,988
f1e34bf9fcca051a994fb7338018f97071e394caf113a807f78a00851f9a0a17,2733300,27,Materiais elétricos,Indústria,SC,9.758.041.542.924.960,9.360.443.237.465.430,949,########,930,556,981,988
b0fa05d2802e439fa3961f38dca20a4104f39ab5c75293d05f6d7420346fce7d,4712100,47,Varejo,Comércio,CE,8.812.718.818.019.050,,917,########,930,11.994,979,989
cefb641db195b043822610405f9cad4b219b1a40ae96e99b72704a2d6e71de11,2391503,23,Minerais não metálicos,Indústria,PE,6.057.577.058.677.880,,748,37.500,830,0,829,984
d00f8886814d4c8c1263428943075d2355807e97550698824c7205aa68e7bdc2,2862300,28,Máquinas e equipamentos,Indústria,SP,9.608.299.793.278.060,9.059.986.778.876.290,950,########,970,0,981,988
f3fa1c26842f1285f2d7be2a5b35137bb5ec05ef8621c0cfb592e7a2995ee57d,4771701,47,Varejo,Comércio,PR,9.937.174.254.624.910,,964,########,980,9,965,989
53e7f9a6aab803361ad0cd44f4b72792b97b426399fe285d64c3ef97e3ff9265,4649401,46,Atacado,Comércio,PR,8.059.172.960.243.290,9.440.304.967.117.870,713,########,790,427,848,988
fc3431065054652c0dfbe109bf5ffe41bb33d0655ceafe2cb6977bb42a4dc71e,4771701,47,Varejo,Comércio,PR,8.317.715.878.330.590,,755,########,900,23.729,934,987
3643f7ed46e0f71abab08862d3ecd21cd97019f1ee5988d3207b186187d92851,4771701,47,Varejo,Comércio,PR,9.172.117.305.140.910,,938,########,940,2.018,977,988
486baffcc5341d22e03afbc89c35c90c375ce5207f1adfb67ef7831be7ce913d,4742300,47,Varejo,Comércio,SC,1.000,9.724.770.438.858.140,915,240.600,960,0,978,989
bb1c07ec2f00d582b5e85e756dfc3baa36bac0fdb00aa28b6fa89704686acb51,4744005,47,Varejo,Comércio,SC,880.635.893.250.639,9.006.317.441.586.900,859,########,900,2.359,973,989
